PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Phichit,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,116,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,149,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,232,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,57,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,273,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,373,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,248,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,134,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,25,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,169,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,39,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phetchabun,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,182,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,196,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,53,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,283,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,62,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,215,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,99,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,114,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Kamphaeng Phet,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,229,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,43,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,304,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,336,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,231,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,116,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,150,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Tak,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,205,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,295,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,293,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,77,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,242,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,118,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,161,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,30,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nakhon Sawan,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uthai Thani,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,165,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uthai Thani,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
